Date,Stars,Reviews,BankName
19-09-2017,1,THIS ONE WORD DESCRIBE THEIR COMPLETE BUSINESS! BEWARE! NEVER EVER GO WITH THEM!THEY WILL TALK SWEETLY AND AFTER YOU TAKE LOAN THEY WILL CHANGE THEIR TERMS AND CONDITIONS.POOR CUSTOMER SERVICE. FULL OF LIARS .ALWAYS DECEIVING CUSTOMERS. ONCE YOU FELL INTO THEIR TRAP THEY CHANGE COLOUR LIKE CHAMALEON,PNB Housing Finance
29-07-2017,1,"If any one interested to take loan through this PNB Finance Limited, pls be aware one thing, suppose any payment pending from our side( if any cheque bounce in a month) they will torturing us, I'm one of the victim of this Housing Finance.I think any our bank behave this like to their customers.",PNB Housing Finance
04-09-2017,2,"I am unhappy with PNB housing, the rate of interest is very high and quality of the customer service is very dissatisfied. I took Rs. 15 lakhs with the tenure of 15 years, the bank charged fixed interest however I have option for balance transfer, part payment and foreclosure. I faced difficulties on the document part, but field guy came and collected the papers.",PNB Housing Finance
19-03-2017,2,"I have approached PNB for my home loan. They have taken much time for the loan process here and i was asked to submit lot of documents to submit so i have canceled the taken with ICICI bank where i had high eligibility also. The customer service and response was good. I was looking for 50 lakhs loan amount and the given interest rate was also very satisfactory here.
        ",PNB Housing Finance
13-08-2017,1,"PNBHFL, Jayanagar Branch is the worse finance company. Initially when they approach for marketing they are very responsive. After collecting the processing fee cheque and other documents for verification, their attitude gets completely changed. When you call up the relationship officer also, the issue doesn't get solved.",PNB Housing Finance
22-10-2016,2,"My home loan was taken with PNB. The experience was not good at all since the interest rate show on the website was less than the interest rate which was given to me after disbursement which is disappointing . They even extra charged me rs ,10,000 when i faced some issues with the loan disbursed. The loan amount was 45 lakhs and the i am not satisfied with the given interest rate .

        ",PNB Housing Finance
29-07-2017,1,There services are very poor customer has to run pillar to post to get loan approval .in my case they have not accepting the floating rate of intersted insted they forcely said it is mandatory to take fixed interst rate and ROI is very much on higher sider.even the branch manager is not willing to discusses with customer on their issues. poor poor servies just they cheating with the people who are in need for loan.,PNB Housing Finance
17-02-2017,1,"The rate of interest was 8.5% and they having taking EMI of 39,700 rupees. The loan duration is 30 years. The loan amount is 44L and I got only 42L rest has been charged for insurance. I have contacted the customer support and they are not responding properly. They need to maintain transparency.",PNB Housing Finance
20-05-2016,1,"Totally bad home loan processing. No proper calculations, no proper response. Delay in every formality. lots of hidden charges to get end to end processing of loan.",PNB Housing Finance
27-05-2016,2,"Lots of issues i have faced with PNB housing when i purchase a loan from them. I have not received my loan on time. After lots of trouble, before i get the customer. Interest rates are nominal like other banks. The documentation process was only went smooth. There were nothing is proper with them
",PNB Housing Finance
07-07-2017,1,"I had an awful experience with pnb when refinancing my home.  I would not recommend them to anyone.  Among other issues, it is now 3 weeks after we closed and i am still waiting for the check that i was told that i would receive at closing!  Not weeks after closing,  DO NOT USE THIS COMPANY!!!!!",PNB Housing Finance
29-07-2017,1,These people are liar . They have charged more than double processing fee what they are committed to me earlier ,PNB Housing Finance
26-06-2016,1,I have applied the home loan with PNB housing finance through online. The followup from the bank has not done properly. I have cancelled the home loan application. They need to improve the service. They required lot of documentation and not disclosed the rate of interest.,PNB Housing Finance
23-01-2016,1,"We need finance and we contact pnbhfl.but there charges and fee is very expensive and did not provide you details like what document required for home loan .the staff did not answer properly and they are very rude .the customer service is not satisfy for me .not provide full detail information and commision of there.very rude and bad experience for me.

        ",PNB Housing Finance
06-02-2016,5,"My home loan was taken with PNB.The loan amount was 14.70,000 and the interest rate was satisfactory . The EMI period was 30 years . I had a smooth process and the documentation was quite easy here. The loan was approved on time and the processing fee was also nominal",PNB Housing Finance 
05-05-2016,5,"It was a good experience with PNB Finance for Home loan, the process was smooth and the loan amount was disbursed in 1 month. Customer service was good and they collected documents on time. The loan amount was for Rs 11 lacs with 25 years of tenure and nominal interest rate.",PNB Housing Finance 
21-02-2016,5,"My home loan experience was good with PNB Housing Finance, initially they said that door to door step service will be provided throughout the process but i had to visit 2-3 times to the branch. The loan amount was for Rs 38 lacs with 15 years of tenure and the rate of interest was nominal when compared to others.",PNB Housing Finance 
17-11-2017,5,"My home loan experience with PNB Housing was good, the loan amount was for Rs 38 lakhs with the tenure period of 25 years. The process was quick and i received my loan amount on time. I am happy with the customer service and the rate of interest was nominal when compared to others.",PNB Housing Finance 
29-10-2016,5,"My home loan application was closed with PNB Housing Finance, the reason is because i have taken home loan from other bank. Customer service was very good and they followed up on time, they explained everything about the product. The rate of interest of 8.45% is less rate in the market.",PNB Housing Finance 
11-06-2016,3,"The services are good with PNB Housing Finance. The interest rate is very high when compared to other banks. They have charged me around 9.10% where Bank of Baroda offering 8.67%. There was a processing fee which was around 12K for 18L, they need to decrease the charges.",PNB Housing Finance 
09-05-2017,5,I have approached PNB for the housing loan . The loan amount was 20 lakhs and the interest rate was but high than other banks.I got a better interest rate and charges with SBI so I have canceled the request here and taken with SBI . I have got a very good customer service from PNB housing finance.,PNB Housing Finance 
15-09-2016,5,I have taken my home loan with PNB housing finance. The customer support is good and they are responsive. The processing charges was high and it was nearly 10K. The rate of interest is around 9%. The loan amount was disbursed on time and as needed.,PNB Housing Finance 
09-05-2017,5,"I have approached PNB for my home loan.I did not submit the documents . The loan amount was 20 lakhs and the interest rate was satisfactory . The customer service and responses was good.My overall experience was good so I would like to recommend to others,",PNB Housing Finance 
23-01-2016,5,The process in getting my Home loan from PNBHFL has been quite a good experience where there hasn't been any hassles faced overall. The disbursement was on time and the interest rate with them had been nominal as well. The charges which they make has been quite less and even their staffs had been helpful at times.,PNB Housing Finance 
29-07-2017,5,"My home loan application was closed with PNB Housing, it is because i have taken a home loan from other bank. When it comes to the customer service of PNB, their response was good and they followed up on time. The rate of interest was nominal when compared to others.",PNB Housing Finance 
22-03-2016,5,"I had a plan to take my personal loan with PNB. The interest rate is not good here so I have canceled and taken with ICICI bank since the procedure will be so simple there . I am looking for 50,000 and the interest rate was 8.55% which is bit high . The customer service and reponses was up to the mark",PNB Housing Finance 
02-04-2017,4,"They have given the good offers with the PNB HOUSING FINANCE LIMITED so i have taken this housing loan. The documentation process was simple and easy to get the loan added on that i got the loan within couple of month. The loan amount was good and satisfactory.
Great experience! Andrea helped me get a mortgage for my condo in Irvine. I compared a few lenders but her customer service made all the difference. I would definitely recommend her to anyone looking for a loan.  
        ",PNB Housing Finance 
17-04-2017,4,"PNB need to take care for legalizing all the project . Because I paid some extra fees for legal charge . They taken one month for sanctioning my Home loan .Delay involved from my side and bank. I dont find any issue with the interest rate as 9.1 % . I got a good service from PNB .
I can't say enough great things about my loan officer, Alex Jocovic at PNB Housing Finance mpany.  From start to finish, he was by my side with daily check-ins and phone calls, dealing with problems as they arose and handling a lot of the issues that came up along the way.  It was great knowing that someone had my back and offered great advice along the way.  A home purchase is such a stressful and scary experience but I felt confident knowing that I was in great hands with Alex.  You can't go wrong! ... Read More
        ",PNB Housing Finance 
27-05-2016,5,I had taken my Home loan from PNB HOUSING FINANCE LIMITED a long time back and the experience i had with them has been pretty much good. The interest rate which they are making is pretty much nominal when compared with the other banks. Their customer support team had also been helpful at times.,PNB Housing Finance 
24-05-2017,5,"I have taken a personal loan from Pun jab National Bank, the experience with them what I had was very good, they were very cooperative and very responsive. I am quite happy with their response and assistance, I received the loan amount on time, and their rate of interest is also normal.",PNB Housing Finance 
17-12-2017,5,"I have a got loan on time. Everything was done in a smooth process. I'm yet to pay the first month EMI. The people who are working in PNB housing are very prompt and responsive. They have offered me very good interest rate. For the first year, they have offered me interest rate of Rs. 8.4% and from the 2nd year the interest rates will be based on floating price. I have got a separate relationship manager.",PNB Housing Finance 
22-09-2016,5,Documentation process was quite easy. I have got the loan on time. The banking people are very helpful. As per the market standards they have offered me interest rate. Next month i have to pay the EMI. The processing fee is nominal when i compared to other banks. The overall experience is good and I'm very much satisfied about.,PNB Housing Finance 
02-04-2017,3,I had taken my Home loan from PNB HOUSING FINANCE a long time back and the experience has not been that great. The services where not user friendly and the response from their end had not been good as well. The interest rate and the charges where nominal but overall the process has taken more time than expected.,PNB Housing Finance 
23-06-2017,5,The Best thing about PNB housing is familiar staff and prompt response from them. I have applied a loan amount of 1 Cr. They have offered me a interest rate of 8.35 %. The response from the people who working in PNB. I used to make the loan through Auto debit.,PNB Housing Finance 
17-12-2017,5,They have reduced the interest rate upto 8.5%. The overall documentation went very smooth. I have got the loan on time. I have applied around 45 lakhs as my loan amount. I'm paying around Rs. 68000 for my loan. I have chosen 10 years as tenure period. I never called their customer care people.,PNB Housing Finance 
15-07-2017,5,The response to email is not upto the mark. I have got a loan on time. Their process in easy. I have applied around 18 Lakhs. The interest rates are competitive. I wont say that processing is not much higher. I'm quite a happy with the PNB housing loan experience. Their is no difference between the private sector banks and PNB Housing. Their is no much hassle free services from PNB. The Relationship Manager was very helpful to me.,PNB Housing Finance 
08-06-2017,2,"The process in getting my Home loan from PNBHFL has been very difficult where there has been a lot of hassles while the documentation happened and the process was delayed. The loan amount disbursed was as per my eligibility and the interest rate with them was very high as well. There was a processing fee of about 11,000 as well.",PNB Housing Finance 
01-01-2018,5,I have got my loan on time. The documents has been discussed with the representative of bank collected the documents and checked my credit score as well. It disbursed in some times. After providing all the documents it took 7 to 10 years to get the loan. They are offering a interest rate of 8.4%. I'm happy with the loan and the services offered to me.,PNB Housing Finance 
14-03-2016,5,"My home loan was taken with PNB . I had a very good experience .The executives cooperated a lot and the process was also very simple. They have provided door step service for collecting documents., The loan amount was 33 lakhs and the interest rate was 8.55% which is average. The tenure period was 20 years. The customer service and responses was very good overall.",PNB Housing Finance 
14-03-2016,5,"Unfortunately i have not say the exact amount. When i process for the loan they said Rs. 8000 for Processing fee. I have got a longer tenure. Overall, I'm happy about the services. I never had to go their office for a loan. The processing was quick. I have got a loan within 12 days. They have inform all the charges to the customer. They have charged me around Rs. 3500 for application fee.",PNB Housing Finance 
20-12-2016,5,From PNB HOUSING FINANCE LIMITED i use my housing loan. I use since 2.5 years. Fixed rate of interest that i am getting in my loan where the interest is 9.95% and it is high. I got the loan very quickly. i ma satisfied with the loan where i have taken for my loan.,PNB Housing Finance 
19-03-2017,5,My home loan was taken with PNB . The loan amount was 12 lakhs and the interest rate was 8.45% which is average.The tenure period was 15 years . They have sanctioned the loan with the committed time. The customer serce and responses was up to the mark.,PNB Housing Finance 
17-05-2017,5,"My home loan application was closed with PNB Housing, the reason behind closing the application is because i have postponed the plan to get the home loan. Customer service was good and they followed up on time. The rate of interest was nominal when compared to other sources.",PNB Housing Finance 
13-12-2016,4,"I took 18L as a home loan in PNB Housing Finance and it was a good experience. I have done a comparison and found the rate of interest is lower than other banks. I got the rate of 8.35% per annum and 5K as a processing fine. The loan duration is 30 years.
Kirk was very accommodating to me and my sisters. This is our very first home purchase. We were able to close Escrow just in time before our leasing contract is up for our previous apartment. Every questions that we have was mostly answered to our satisfaction even though it becomes repetitive at times. All in all, my family had a great experience working with Kirk. I highly recommend him to all first time home buyers for a much smoother and faster process. Also, he provides great customer service... Read More
        ",PNB Housing Finance 
26-10-2017,5,"I have applied for the home loan from PNB Housing, the application is closed because the rate of interest of 8.4% was high when compared to all other sources in the market. When it comes to the customer service, it was good and they followed up on time",PNB Housing Finance 
10-11-2017,5,"I have applied for the home loan from PNB housing finance, my loan application was closed because the property is not ready and i have postponed the plan to get the home loan. Customer service was good and they responded on time. The rate of interest was nominal when compared to others.",PNB Housing Finance 
11-10-2017,5,"My home loan application was approved with PNB Housing and the experience was good, the process took 1 month to complete. Customer service was good and they responded on time. The rate of interest was nominal when compared to all other sources in the market.",PNB Housing Finance 
24-04-2017,5,"I have my home loan application approved with PNB Housing and the loan experience was good, the process took 10 days to complete and the documents were collected on time. Customer service was very good and they responded on time. The rate of interest was nominal when compared to all other sources.",PNB Housing Finance 
12-09-2017,4,"I have taken a home loan from PNB housing finance. Initially they have started with the lowest rate and as the loan process went on, they kept increasing the rate of interest. It has not been a good. Even the processing charges are also on the higher side.
Absolutely the best experience I have ever had dealing with a loan officer - or any other loan related endeavor for that matter.  Rowel was friendly, knowledgeable, patient and extraordinarily helpful in choosing the right loan for me.  I got precisely what was promised in RECORD time and Rowel was available and eager to answer ALL of my questions every step of the way.  Not only will I recommend him to anyone and everyone I can, I will call him when I need anything related to my loan in the future... Read More
        ",PNB Housing Finance 
25-11-2017,5,I have taken Home loan directly through PNB Housing Finance Ltd.I have got all the relevant details about the loan process .The rate of interest and the processing fee was nominal as well .I have got the loan amount sanctioned on time and it was sufficient as well .I am completely satisfied with the service .,PNB Housing Finance 
21-08-2017,5,I have applied for home loan with PNB housing finance.The loam amount is 10 lakhs.The rate of interest is 8.65 nominal as compared to others.They have closed the applications because the property is out of geographical area and the bank is 80 km away from my place.,PNB Housing Finance 
20-12-2016,5,"I have selected PNB home loan amount 20 lakhs and tenure 25 years, EMI is 20,000 .while submitted documents through executive there no delay receive loan amount disbursal preclouser is chargers applicable and customer service is good and responsiveness.",PNB Housing Finance 
07-10-2016,5,"I had taken my Home loan from PNB HOUSING FINANCE LIMITED a while back and the process in getting the loan was pretty much easy. The loan amount has been sufficient and the interest rate which they had made has been nominal, the processing fee and charges where not high and there has not been any issues faced with their services.",PNB Housing Finance 
28-04-2016,5,I had taken my Home loan from PNB HOUSING FINANCE LIMITED a long time back and the experience i had with them has been pretty much good. The interest rate which they are making is pretty much nominal when compared with the other banks. Their customer support team had also been helpful at times.,PNB Housing Finance 
14-02-2016,5,The process in getting my Home loan from PNBHFL has been quite a good experience where there hasn't been any hassles faced overall. The disbursement was on time and the interest rate with them had been nominal as well. The charges which they make has been quite less and even their staffs had been helpful at times.,PNB Housing Finance 
19-03-2017,5,"I am very much happy with the loan process of PNB Housing finance. Actually the rate of interest was 9.10% and its similar like other banks. They told me 50% on processing fee but they have charged full amount 12,500 rupees on the disbursement. The loan tenure is 20 years.",PNB Housing Finance 
25-11-2017,5,I have applied for a personal loan with PNB HOUSING FINANCE LIMITED. They collected the documents by next day and within a week my personal loan got approved and disbursed my funds after my documents submission. They offered me the loan with 8.7% as floating rate of interest and there are no processing fees as well as no pre closure charges as well.,PNB Housing Finance 
28-11-2016,4,"I was having personal loan hence PNB told to close my existing loan to take the housing loan. Initially I took the loan with the interest of 8.5% suddenly they reversed to 9.5% without any intimation from pnb housing. The Post process need improvement and the bank response is not good. The staffs made me wait for long time they don't care about the customer.
It was the first time we refinanced our home and Kirk was Knowledgeable and made it very easy for us throughout the process. Great rate and service. Thank you.
        ",PNB Housing Finance 
30-06-2017,4,"I have home loan with PNB Housing Finance and found the interest rate is very low and known in the market for a very long time. The customer service is very good. There was a processing which is average. The loan duration is 26 years. They went extra mile and done their best during the process, overall am satisfied.
Our contact Maurice was professional and courteous in all of our discussions. He explained the details and worked to meet our timelines. He was excellent.
        ",PNB Housing Finance 
20-04-2016,5," The reason for getting the loan is for the because of tenuity is higher so i have taken. The documentation process was not done. I am unable to contacted the customer support also the loan got reject, the expeceted loan amount of 25-30L and the rate of interest no idea.",PNB Housing Finance 
14-03-2016,1,"I was very disappointed with there survive, they took the processing fee for no reason and after taking it they treated us very unprofessional way. I didn't get my lone and I couldn't get back my processing fee too.

They were spoke to us in the very bad tone. I don't know what to do, where to raise a complaint for the same.
",PNB Housing Finance 
08-01-2016,1,"I had applied for PMAY scheme for my new home but they are not ready to process it. As per their internal stupid policy, it is not applicable on under construction properties. They are just fooling around with customers. I had to get in touch with their MD for such petty issue but no results till now. Utter nonsense.

",PNB Housing Finance 
13-08-2017,1,"I had applied for PMAY scheme for my new home but they are not ready to process it. As per their internal stupid policy, it is not applicable on under construction properties. They are just fooling around with customers. I had to get in touch with their MD for such petty issue but no results till now. Utter nonsense.",PNB Housing Finance 
06-02-2016,2,"It was a good experience with online so far, they provide good services when compared to all other sources in the market. Customer service was good and they responded on time.i feel its easy and best way for taking loan i felt it very easy process.

        ",PNB Housing Finance 
04-01-2017,1,"As I personally felt about the attitude of PNB officers and service pattern of PNB finance is worst to worst in the world. Please don't try to get any type of loan from PNB. They are surviving from fund issue so not capable to give any type of loan. They will just collect documents and will give you number of dates without any result.
",PNB Housing Finance 
04-09-2017,5,There is no reason for applying the home home loan with this bank the documentation process was done through online it is hassle free to process. The loan got rejected because it is valid till 3 months. The expecting loan amount was 40L and the rate of interest was 9.1% where the duration is for 25 years to repay.,PNB Housing Finance
19-03-2017,5,I have taken Home loan directly through PNB Housing Finance Ltd.I have got all the relevant details about the loan process .The rate of interest and the processing fee was nominal as well .I have got the loan amount sanctioned on time and it was sufficient as well .I am completely satisfied with the service .,PNB Housing Finance
10-02-2017,2,"Lots of issues i have faced with PNB housing when i purchase a loan from them. I have not received my loan on time. After lots of trouble, before i get the customer. Interest rates are nominal like other banks. The documentation process was only went smooth. There were nothing is proper with them",PNB Housing Finance
12-05-2016,1,"When I raise the request for the PNB Home loan there was no response from the bank end, even no one have contacted me to collect the documentation, the follow up and response should be prompt. The interest was reasonable from their end but there was no response.
        ",PNB Housing Finance
02-02-2017,5,"I have selected PNB home loan amount 20 lakhs and tenure 25 years, EMI is 20,000 .while submitted documents through executive there no delay receive loan amount disbursal preclouser is chargers applicable and customer service is good and responsiveness.",PNB Housing Finance
27-12-2016,1,"I have applied for my home loan with PUNJAB NATIONAL FINANCE LIMITED,i had bad experience with them, like they have not given me proper information regarding this , the interest rate as per now it okay, but after 6 months i feel they will increase it, they have not giving me proper information , and they forcefully given me other bank they forcefully gave me life and property insurance, like they should give 1,95,000 they gave me just 1,85,000 without reason they have charged me 6000 did not informed me the reason ,i had bad experience.",PNB Housing Finance
28-11-2016,5,"I had taken my Home loan from PNB HOUSING FINANCE LIMITED a while back and the process in getting the loan was pretty much easy. The loan amount has been sufficient and the interest rate which they had made has been nominal, the processing fee and charges where not high and there has not been any issues faced with their services.",PNB Housing Finance
24-05-2017,3,"The interest rate is higher side in PNB, they got the rate around 8.85 for the tenure of 30 years, its floating interest, I ask them to reduce the interest but I didn't get better offer. My total loan amount was around Rs. 39lakhs,, even the processing fee is nominal, and also the executive should be cooperative.",PNB Housing Finance
17-02-2017,5,I had taken my Home loan from PNB HOUSING FINANCE LIMITED a long time back and the experience i had with them has been pretty much good. The interest rate which they are making is pretty much nominal when compared with the other banks. Their customer support team had also been helpful at times.,PNB Housing Finance
28-11-2016,1,"The rate of interest was 8.5% and they having taking EMI of 39,700 rupees. The loan duration is 30 years. The loan amount is 44L and I got only 42L rest has been charged for insurance. I have contacted the customer support and they are not responding properly. They need to maintain transparency.",PNB Housing Finance
20-05-2016,5,I had taken a Home loan from PNB Housing Finance a while back and the experience was good. The process in getting the loan did not took much time and the interest rate with them has been nominal. The charges where all fine and their customer support team had been helpful at times.,PNB Housing Finance
17-02-2017,5,"The process is good with PNB Housing Finance. The customer service is excellent. The charges are not very clear and it has to be more transparent. They took a processing fee of 14,000 rupees for the loan amount of 60L. The tenure is 30 years. The documentation process is simple.",PNB Housing Finance
04-03-2017,4,I took 18L as a home loan in PNB Housing Finance and it was a good experience. I have done a comparison and found the rate of interest is lower than other banks. I got the rate of 8.35% per annum and 5K as a processing fine. The loan duration is 30 years.,PNB Housing Finance
09-05-2017,5,I applied for a home loan with PNB HOUSING FINANCE LIMITED. Later I have closed the home loan application because I have post pone the plan now. After 6 months I will take the home loan and at that time the rate of interests may also get reduced compared to now.,PNB Housing Finance
24-04-2017,1,"My experience was not good with PNB Housing loan, when i applied for the loan they did not mention about the hidden charges but after the loan was approved and disbursed, the charges were too high. Customer service was not up to the mark with PNB and their response was not good. The loan amount was for Rs 20 lacs for 18 years with nominal interest rate.",PNB Housing Finance
10-04-2017,5,"PNB Housing Finance is good and done the process was very faster. I think, the charges are little bit high compared to others. The loan amount was not sufficient and I have purchased a residential property. The interest rate is 10.5%. They assured for 14L but they have provided only 10L which could have been better.",PNB Housing Finance
18-01-2017,5,The process in getting my Home loan from PNBHFL has been quite a good experience where there hasn't been any hassles faced overall. The disbursement was on time and the interest rate with them had been nominal as well. The charges which they make has been quite less and even their staffs had been helpful at times.,PNB Housing Finance
24-05-2017,3,"I had taken a Property loan from PNBHFL since they where the only providing the loan against property, where the interest rate was also competitive, The process took a bit of a time but the person who came to collect the documents was professional and was helpful. The processing charges where nominal but their customer support was not that great.
",PNB Housing Finance
12-05-2016,5,"I am very much happy with the loan process of PNB Housing finance. Actually the rate of interest was 9.10% and its similar like other banks. They told me 50% on processing fee but they have charged full amount 12,500 rupees on the disbursement. The loan tenure is 20 years.",PNB Housing Finance
12-05-2016,1,"My experience was not good with PNB Housing loan, the loan amount was for Rs 64 lacs for 15 years. Initially the rate of interest was set to 8.6% but later since i denied to take the insurance, they increased the rate of interest to 9.25% which is quite high. Customer service was not up to the mark and their response was not good.",PNB Housing Finance
11-06-2016,5,I have taken my home loan with PNB housing finance. The customer support is good and they are responsive. The processing charges was high and it was nearly 10K. The rate of interest is around 9%. The loan amount was disbursed on time and as needed.,PNB Housing Finance
12-05-2016,5,I applied for a home loan in PNB HOUSING FINANCE LIMITED. Then later I had to close my home loan application with PNB HOUSING FINANCE LIMITED as I have decided to postpone the plan of getting a home now. But they offered me the home loan with 8.25% as rate of interest.,PNB Housing Finance
04-09-2017,3,"I had taken my Home loan from PNB HOUSING FINANCE a long time back and the experience has not been that great. The services where not user friendly and the response from their end had not been good as well. The interest rate and the charges where nominal but overall the process has taken more time than expected.
",PNB Housing Finance
26-01-2017,5,"I have applied for PNB Housing Finance Ltd Home Loan through Online .customer service is good and follow up is there ,loan got on time without delay ,agent gave information ,The document submission was also easy ,they have took 15 days time regarding land verification .The service is good and satisfied with the service .",PNB Housing Finance
11-06-2016,5,"I have applied for the home loan from PNB Housing Finance, my loan application was closed because the deal with land was not done, it will done within a week. The customer service was good and their response was also good, they followed up on time. The rate of interest is high when compared to all others in the market.",PNB Housing Finance
24-12-2017,1,"Executives are not trustable and untrained . Completely misguide to the customer . Better to compare every bank offer and and analyse. Better to avoid home loan from pnbhfl . Lots of hidden things , they never tell you . Unnecessarily mentally harassed to the customer . Experience is very bad",PNB Housing Finance
24-08-2016,5,"I have applied for PNB Housing Finance Ltd Home Loan through Online.I have not faced any issues ,The rate of interest and processing fee was nominal , The loan amount got sanctioned on time .The loan amount was sufficient ,while document submission there was no issues.The agent gave all the details of the loan clearly.The processing time is little that is a good thing .",PNB Housing Finance
16-08-2016,4,"PNB need to take care for legalizing all the project . Because I paid some extra fees for legal charge . They taken one month for sanctioning my Home loan .Delay involved from my side and bank. I dont find any issue with the interest rate as 9.1 % . I got a good service from PNB .
",PNB Housing Finance
24-05-2017,5,I had taken my Home Loan from PUNJAB NATIONAL BANK a while back where the process in getting the loan was fine. The loan amount has been sufficient and the interest rate has been nominal. The charges which they had made has also been nominal as well. Overall it had been a pretty good experience.,PNB Housing Finance
24-12-2017,5,They have approved the property so i have taken this housing loan with the PNB Housing Finance Limited. The documentation process was simple and it took 15days to get the loan. The rate of the interest was nominal with this loan. The loan amount was lesser.,PNB Housing Finance
05-12-2016,1,Their is no processing fee for my Home loan. The communicating is different and they are doing different. They initially said the interest rates 8.33% but they offered me 8.5%. Until the money is disbursed they did not inform me. The agent to whom i submitted the documents he does not know anything about the company. He gave fully wrong information Since he is new. It took 2 months to process my loan. I'm not satisfied with the PNB Housing.,PNB Housing Finance
09-12-2017,5,"My housing loan experience was good it was hassle free, I don't have to go to any of the branch. The field executive gave me the door step service, it took one month of the time for the whole process completion. They sanctioned the amount in one slot with better interest.",PNB Housing Finance
20-12-2016,1,"They are not well equipped. Every time the requirement is changing. Even the employees not aware of the procedure. Initially they offered a interested 8.35%. After i submit the submitted the documents and received the sanction letter the increased to 8.40%. Initially they are not informed me about the Insurance premium. After 2 months installment, they have blocked some amount of Rs. 36000 without any information to me. When i asked them they told me that this amount will be adjusted if I am not paying any EMI at any services.",PNB Housing Finance
24-05-2017,5,"Earlier I had the loan from PNB, then I switched over to ICICI, because of the rate of interest . Remaining all very good even the customer support is very proactive, the bank documentation process was hassle free, I don't want reach out to the bank for any concern. The executive gave me the door step service to avail the housing loan.",PNB Housing Finance
04-01-2017,4,"PNB Housing Finance is good and done the process was very faster. I think, the charges are little bit high compared to others. The loan amount was not sufficient and I have purchased a residential property. The interest rate is 10.5%. They assured for 14L but they have provided only 10L which could have been better.
",PNB Housing Finance
23-06-2017,4,"I have taken a home loan with PNB HOUSING FINANCE on 8 months before which was processed directly with them. At that time I was in need of money, other banks need all documents to submit for verification but in PNB process was good and they asked to submit required documents only. I was in need of 22L but they have sanctioned a amount of 21.20 L and tenure period of 30 years. Rate of interest is floating so as of now 8.15%. Pre closure option is applicable.",PNB Housing Finance
26-10-2017,5,I bought the home loan from PNB housing. Based on the customer requirement they are providing the loan. Their loan process was fast and they have sanctioned the loan immediately. As per the RBI Guidelines they are following up the interest rates. It took minimum of 45 days to provide the loan. The staff response was really awesome.,PNB Housing Finance
30-01-2016,2,"It was a good experience with online so far, they provide good services when compared to all other sources in the market. Customer service was good and they responded on time.i feel its easy and best way for taking loan i felt it very easy process.",PNB Housing Finance
30-09-2016,5,"I have applied for PNB HOUSING FINANCE LTD recently, the loan amount they have given me was sufficient, and the rate of interest they have charged me was up to 8.9% which is nominal compare to market price, and the processing fee they have charged me was nominal, and the loan was on time.",PNB Housing Finance
17-12-2017,3,"I took one home loan from pnb housing finance last one year three months back , and my loan amount is 25L , rate of interest is 8.20%, this interest is fix only one years now I do not know what is rate of interest , and EMI amount is 20K , tenure is 30yers , I am satisfied with this loan ,",PNB Housing Finance
17-02-2017,5,The customer care service of PNB Housing is excellent. The interest rates are higher compared to other banks. They have offered me a interest rate of 9.10%. Already they have sanctioned the loan on time. Total tenure period of the loan upto 30 years. I withdrawn the amount of Rs. 25.50 lakhs,PNB Housing Finance
05-12-2016,5,"I have been using PUNJAB NATIONAL BANK for home loan recently. Their service is good, they have charged me nominal rate of interest up to 9.5% it is nominal compare to other bank,and their processing fee they have charged me was nominal,the loan amount they have given me in this bank was sufficient. The loan was process on time.",PNB Housing Finance
13-11-2016,2,"I have applied for the home loan from PNB Housing, my loan application was approved and the experience was not up to the mark. The process was very long and it took 3.5 months to receive the loan amount. The rate of interest of 8.35% is nominal rate in the market. Customer service was not up to the mark and their response was delayed.",PNB Housing Finance
26-01-2017,5,"I have been using my home loan with PUNJAB NATIONAL BANK. Their service is good, they have given me sufficient loan amount ,and the rate of interest they have charged me up to 9% it was nominal , it is not fixed rate of interest it varies, and they have charged me processing fee it is up to 5600 it is nominal, and loan was on time, i directly went and approach through bank.",PNB Housing Finance
25-07-2016,1,"My home loan application was closed with PNB Housing Finance, the reason behind closing the application is because there was no proper response from the customer service of PNB and they did not follow up on time. The rate of interest was high when compared to other sources.",PNB Housing Finance
08-09-2016,4,"PNB Housing Finance is good and done the process was very faster. I think, the charges are little bit high compared to others. The loan amount was not sufficient and I have purchased a residential property. The interest rate is 10.5%. They assured for 14L but they have provided only 10L which could have been better.
        ",PNB Housing Finance
07-07-2017,5,"I have taken my home loan with PNB Bank.The process was very good and the loan amount was 65 lakhs . The interest rate was very satisfactory . The tenure period was 30 years . I had a good service here and the processing fee was nominal. The loan was sanctioned with the committed time ,",PNB Housing Finance
13-11-2016,5,"My experience with PNB Housing Finance for home loan was good, the process took 1.5 months to complete. The loan amount was for Rs 28 lacs with the tenure period of 15 years. The rate of interest was nominal when compared to others. Customer service was good and they responded on time.",PNB Housing Finance
06-02-2016,1,"I have my home loan application approved with PNB Housing Finance, the reason why application is closed is because there was no proper response from the customer service of PNB Housing and they did not follow up on time. The rate of interest is nominal when compared to other sources.",PNB Housing Finance
15-09-2016,5,"My home loan was taken with PNB.The loan amount was 14.70,000 and the interest rate was satisfactory . The EMI period was 30 years . I had a smooth process and the documentation was quite easy here. The loan was approved on time and the processing fee was also nominal",PNB Housing Finance
